Bandit,Reward,Algorithm
2.0,2.4780825216347884,ThompsonSampling
2.0,2.294838738974568,ThompsonSampling
2.0,1.9949988771399574,ThompsonSampling
2.0,3.7640104330403776,ThompsonSampling
2.0,3.3916248126064725,ThompsonSampling
2.0,3.620306550931173,ThompsonSampling
2.0,3.004335194330204,ThompsonSampling
2.0,3.229760186824765,ThompsonSampling
2.0,3.454036199475252,ThompsonSampling
2.0,1.4033623860914164,ThompsonSampling
2.0,3.5982428493863114,ThompsonSampling
2.0,5.044360456348008,ThompsonSampling
2.0,3.936686228318437,ThompsonSampling
2.0,2.2866833269218194,ThompsonSampling
2.0,3.5992354508385516,ThompsonSampling
2.0,2.488007199320827,ThompsonSampling
2.0,2.644066884258386,ThompsonSampling
2.0,2.9315897418105847,ThompsonSampling
2.0,2.9783449596423104,ThompsonSampling
2.0,1.9259998207183229,ThompsonSampling
2.0,2.49530334133591,ThompsonSampling
2.0,0.3251200427655796,ThompsonSampling
2.0,3.455087662037749,ThompsonSampling
2.0,3.9231487413965533,ThompsonSampling
2.0,3.131899961250949,ThompsonSampling
2.0,3.367085549804238,ThompsonSampling
2.0,3.4941441793694294,ThompsonSampling
2.0,2.239644136972789,ThompsonSampling
2.0,4.3313353547483455,ThompsonSampling
2.0,3.3656502773982977,ThompsonSampling
2.0,2.464809327663015,ThompsonSampling
2.0,1.646435848684506,ThompsonSampling
2.0,4.677835187492546,ThompsonSampling
2.0,3.369142521520703,ThompsonSampling
2.0,2.4813146241356554,ThompsonSampling
2.0,2.054589653077894,ThompsonSampling
2.0,4.104490513435668,ThompsonSampling
2.0,3.2343054250450973,ThompsonSampling
2.0,4.015470533249107,ThompsonSampling
2.0,2.6571318378902617,ThompsonSampling
2.0,1.4307104264576596,ThompsonSampling
2.0,2.2932574122683396,ThompsonSampling
2.0,0.9890117714931117,ThompsonSampling
2.0,4.770720944546828,ThompsonSampling
2.0,4.228107632984341,ThompsonSampling
2.0,4.7761010074058055,ThompsonSampling
2.0,3.4193372993593965,ThompsonSampling
2.0,4.14710365569373,ThompsonSampling
2.0,3.535371576385622,ThompsonSampling
2.0,2.2538334693658433,ThompsonSampling
2.0,3.89998710632797,ThompsonSampling
2.0,0.8659038577252431,ThompsonSampling
2.0,3.4448997554992653,ThompsonSampling
2.0,5.007237404476706,ThompsonSampling
2.0,2.801788702117185,ThompsonSampling
2.0,3.5295686181902033,ThompsonSampling
2.0,4.157594532639516,ThompsonSampling
2.0,1.589364891688876,ThompsonSampling
2.0,2.90448175052567,ThompsonSampling
2.0,2.4005481891566083,ThompsonSampling
2.0,2.633280038196014,ThompsonSampling
2.0,1.9170595760425841,ThompsonSampling
2.0,4.935366496113182,ThompsonSampling
2.0,5.513383140265446,ThompsonSampling
2.0,2.433403849760853,ThompsonSampling
2.0,4.219012044782236,ThompsonSampling
2.0,3.8751523863909956,ThompsonSampling
2.0,3.427586688234831,ThompsonSampling
2.0,1.8212311149668428,ThompsonSampling
2.0,2.4714763713632166,ThompsonSampling
2.0,2.452989376363239,ThompsonSampling
2.0,4.2248368307023085,ThompsonSampling
2.0,2.706705217936744,ThompsonSampling
2.0,3.3135586515186395,ThompsonSampling
2.0,4.402792397732309,ThompsonSampling
2.0,0.9515009872106601,ThompsonSampling
2.0,3.644938069909234,ThompsonSampling
2.0,2.550532083630405,ThompsonSampling
2.0,3.159948445373561,ThompsonSampling
2.0,2.9320823278483212,ThompsonSampling
2.0,2.394459045965153,ThompsonSampling
2.0,3.4478155376001083,ThompsonSampling
2.0,3.7971310498157873,ThompsonSampling
2.0,1.0733189657810356,ThompsonSampling
2.0,2.9797440878454524,ThompsonSampling
2.0,3.0661460032739787,ThompsonSampling
2.0,3.8571634923371914,ThompsonSampling
2.0,2.6788282847333633,ThompsonSampling
2.0,2.925028013897302,ThompsonSampling
2.0,4.684828615810654,ThompsonSampling
2.0,1.736101521127312,ThompsonSampling
2.0,3.661076727011941,ThompsonSampling
2.0,4.302390532926171,ThompsonSampling
2.0,2.1207546560866315,ThompsonSampling
2.0,2.4267835674665803,ThompsonSampling
2.0,2.681096121516518,ThompsonSampling
2.0,4.3575891081315605,ThompsonSampling
2.0,4.229096796592154,ThompsonSampling
2.0,3.0161473947150785,ThompsonSampling
2.0,4.37728753399237,ThompsonSampling
2.0,1.4331683377922846,ThompsonSampling
2.0,4.386351026723029,ThompsonSampling
2.0,3.1016077865701743,ThompsonSampling
2.0,2.273715902191065,ThompsonSampling
2.0,2.651001202967733,ThompsonSampling
2.0,2.339735366458061,ThompsonSampling
2.0,3.778580765183679,ThompsonSampling
2.0,4.096026562023853,ThompsonSampling
2.0,3.9973044682468806,ThompsonSampling
2.0,3.512913448283593,ThompsonSampling
2.0,2.85857639605576,ThompsonSampling
2.0,3.06980587869368,ThompsonSampling
2.0,3.9048503869344224,ThompsonSampling
2.0,3.2934278511518484,ThompsonSampling
2.0,5.264923275426565,ThompsonSampling
2.0,2.747658949819523,ThompsonSampling
2.0,2.2416567777608725,ThompsonSampling
2.0,1.946495587184378,ThompsonSampling
2.0,3.873095175416056,ThompsonSampling
2.0,3.0634661700948116,ThompsonSampling
2.0,1.8097698101554878,ThompsonSampling
2.0,3.663401575128881,ThompsonSampling
2.0,2.442965054050917,ThompsonSampling
2.0,3.297167768484525,ThompsonSampling
2.0,1.9349652250417262,ThompsonSampling
2.0,2.0156686833805977,ThompsonSampling
2.0,1.7365142755042444,ThompsonSampling
2.0,3.566114833314301,ThompsonSampling
2.0,3.9428733591647736,ThompsonSampling
2.0,3.7362250166530195,ThompsonSampling
2.0,3.031505367559075,ThompsonSampling
2.0,3.0259825810741026,ThompsonSampling
2.0,3.0808612625124105,ThompsonSampling
2.0,2.0140997075755926,ThompsonSampling
2.0,3.5523486079594395,ThompsonSampling
2.0,1.8095402801233706,ThompsonSampling
2.0,2.8464541283415605,ThompsonSampling
2.0,2.4629945279437098,ThompsonSampling
2.0,4.0924655410984245,ThompsonSampling
2.0,2.196233413430971,ThompsonSampling
2.0,2.962976399057283,ThompsonSampling
2.0,3.383170181678396,ThompsonSampling
2.0,3.1030377862637817,ThompsonSampling
2.0,2.9126707286605678,ThompsonSampling
2.0,2.3274802665608965,ThompsonSampling
2.0,4.62279577811065,ThompsonSampling
2.0,3.7510676161868672,ThompsonSampling
2.0,3.8899326862290398,ThompsonSampling
2.0,2.2607874034633757,ThompsonSampling
2.0,2.91478782774807,ThompsonSampling
2.0,2.3327451071100422,ThompsonSampling
2.0,3.772423891964726,ThompsonSampling
2.0,3.5165438584988484,ThompsonSampling
2.0,3.4680750173096744,ThompsonSampling
2.0,2.8371645450248986,ThompsonSampling
2.0,2.5884783979615,ThompsonSampling
2.0,3.2126399503533727,ThompsonSampling
2.0,4.427041565747733,ThompsonSampling
2.0,5.653150279683265,ThompsonSampling
2.0,2.752150833305135,ThompsonSampling
2.0,2.1997540432366005,ThompsonSampling
2.0,4.160260907856976,ThompsonSampling
2.0,3.8178861944936378,ThompsonSampling
2.0,3.3396215040929653,ThompsonSampling
2.0,3.013637602450615,ThompsonSampling
2.0,3.152220884139938,ThompsonSampling
2.0,3.4410492417775087,ThompsonSampling
2.0,3.5173198756438966,ThompsonSampling
2.0,2.7069768909130416,ThompsonSampling
2.0,3.3562463831285103,ThompsonSampling
2.0,3.8527339342277918,ThompsonSampling
2.0,2.1943930444086157,ThompsonSampling
2.0,3.5999880281478642,ThompsonSampling
2.0,1.9843267708453574,ThompsonSampling
2.0,5.1603472672098984,ThompsonSampling
2.0,2.625550569559721,ThompsonSampling
2.0,3.0263998907068888,ThompsonSampling
2.0,3.311027913444702,ThompsonSampling
2.0,2.3308277169401608,ThompsonSampling
2.0,2.446852302350117,ThompsonSampling
2.0,2.6136238934688785,ThompsonSampling
2.0,4.878488005591006,ThompsonSampling
2.0,3.6407492676015965,ThompsonSampling
2.0,3.9294731486872134,ThompsonSampling
2.0,3.196821291796233,ThompsonSampling
2.0,3.840960986328732,ThompsonSampling
2.0,3.0201695560248316,ThompsonSampling
2.0,2.6194891496650756,ThompsonSampling
2.0,1.9816029702096631,ThompsonSampling
2.0,5.058400308332354,ThompsonSampling
2.0,2.38997443072578,ThompsonSampling
2.0,1.620541551363312,ThompsonSampling
2.0,2.214950349379271,ThompsonSampling
2.0,2.190647428041296,ThompsonSampling
2.0,2.1977828516491917,ThompsonSampling
2.0,2.9798559980253247,ThompsonSampling
2.0,2.429105473028528,ThompsonSampling
2.0,4.107985455393006,ThompsonSampling
2.0,2.8914348363775466,ThompsonSampling
2.0,4.627607181468354,ThompsonSampling
2.0,3.9777196414404092,ThompsonSampling
2.0,3.5512446178133996,ThompsonSampling
2.0,3.9372100111443578,ThompsonSampling
2.0,0.1889838197523499,ThompsonSampling
2.0,4.040087080300665,ThompsonSampling
2.0,1.0627270672860063,ThompsonSampling
2.0,2.385327532807995,ThompsonSampling
2.0,1.9015560651751158,ThompsonSampling
2.0,2.480580086472282,ThompsonSampling
2.0,3.1607475448840887,ThompsonSampling
2.0,2.0561148032713756,ThompsonSampling
2.0,2.357463584653681,ThompsonSampling
2.0,3.1513715699236755,ThompsonSampling
2.0,2.6504585736072053,ThompsonSampling
2.0,4.340432308839124,ThompsonSampling
2.0,3.3586775753965776,ThompsonSampling
2.0,0.9338081975222088,ThompsonSampling
2.0,2.1372831658738045,ThompsonSampling
2.0,4.32502993370451,ThompsonSampling
2.0,2.8506034762140025,ThompsonSampling
2.0,4.681700706951698,ThompsonSampling
2.0,2.1481217600416023,ThompsonSampling
2.0,2.592777799102211,ThompsonSampling
2.0,4.238662908484832,ThompsonSampling
2.0,4.11105671325426,ThompsonSampling
2.0,3.0002774272956465,ThompsonSampling
2.0,1.4025073393501697,ThompsonSampling
2.0,3.3042454429981727,ThompsonSampling
2.0,1.7317491978199242,ThompsonSampling
2.0,2.94785351408601,ThompsonSampling
2.0,1.964649475758951,ThompsonSampling
2.0,3.407034074780234,ThompsonSampling
2.0,3.212674146500177,ThompsonSampling
2.0,2.988094702916014,ThompsonSampling
2.0,1.8620363263807855,ThompsonSampling
2.0,2.908645368712384,ThompsonSampling
2.0,2.0948685397612716,ThompsonSampling
2.0,3.056805189698944,ThompsonSampling
2.0,3.552495755127574,ThompsonSampling
2.0,3.66140070767309,ThompsonSampling
2.0,3.290134358166901,ThompsonSampling
2.0,3.950748997114337,ThompsonSampling
2.0,2.476931924215327,ThompsonSampling
2.0,0.434483601523195,ThompsonSampling
2.0,1.1408250988814885,ThompsonSampling
2.0,3.2149583348651203,ThompsonSampling
2.0,5.949595583478516,ThompsonSampling
2.0,1.594454719477177,ThompsonSampling
2.0,2.393075972650266,ThompsonSampling
2.0,3.810483727938825,ThompsonSampling
2.0,2.655279592048286,ThompsonSampling
2.0,4.441888952697972,ThompsonSampling
2.0,2.547495578420161,ThompsonSampling
2.0,0.44058981737086533,ThompsonSampling
2.0,0.6426542183947892,ThompsonSampling
2.0,1.320645455878385,ThompsonSampling
2.0,3.3875687411953823,ThompsonSampling
2.0,4.224369559692158,ThompsonSampling
2.0,2.4023813901886566,ThompsonSampling
2.0,3.721423736454379,ThompsonSampling
2.0,1.3335150928243404,ThompsonSampling
2.0,2.3248993212484015,ThompsonSampling
2.0,3.196258811598138,ThompsonSampling
2.0,2.987056616703976,ThompsonSampling
2.0,2.55616144993554,ThompsonSampling
2.0,5.9803367332401045,ThompsonSampling
2.0,2.10147703089265,ThompsonSampling
2.0,0.3195623419275764,ThompsonSampling
2.0,2.9920396689710635,ThompsonSampling
2.0,3.4532834600836826,ThompsonSampling
2.0,2.678050803565966,ThompsonSampling
2.0,4.4618172992766585,ThompsonSampling
2.0,2.0917941098049195,ThompsonSampling
2.0,2.8665775974143735,ThompsonSampling
2.0,1.979033887287986,ThompsonSampling
2.0,2.5405173653472652,ThompsonSampling
2.0,2.154604242394479,ThompsonSampling
2.0,2.930912662176548,ThompsonSampling
2.0,4.09820814996988,ThompsonSampling
2.0,2.299020055669799,ThompsonSampling
2.0,2.5896319575823847,ThompsonSampling
2.0,3.9449504909152777,ThompsonSampling
2.0,2.313385972945861,ThompsonSampling
2.0,3.4553592521868857,ThompsonSampling
2.0,3.115316691509471,ThompsonSampling
2.0,2.7235491310124957,ThompsonSampling
2.0,2.3395138206872756,ThompsonSampling
2.0,2.805022700986964,ThompsonSampling
2.0,2.672430790673937,ThompsonSampling
2.0,3.858149232186247,ThompsonSampling
2.0,2.4150509303175367,ThompsonSampling
2.0,3.6459533602085608,ThompsonSampling
2.0,3.703359719085505,ThompsonSampling
2.0,2.9214693159209637,ThompsonSampling
2.0,4.557012175694753,ThompsonSampling
2.0,2.33387565559587,ThompsonSampling
2.0,3.2553263209025327,ThompsonSampling
2.0,2.7839850175392584,ThompsonSampling
2.0,3.0158026762917594,ThompsonSampling
2.0,4.0239559113663095,ThompsonSampling
2.0,3.357339982089301,ThompsonSampling
2.0,1.1542860635130445,ThompsonSampling
2.0,3.735481505908559,ThompsonSampling
2.0,1.0227603084134438,ThompsonSampling
2.0,1.1900508507760197,ThompsonSampling
2.0,2.995478515236359,ThompsonSampling
2.0,1.6930959874177336,ThompsonSampling
2.0,3.6853632427051255,ThompsonSampling
2.0,2.7420903041169895,ThompsonSampling
2.0,2.960104070193353,ThompsonSampling
2.0,2.677685251928065,ThompsonSampling
2.0,3.927199003469993,ThompsonSampling
2.0,3.5854410500770615,ThompsonSampling
2.0,3.751758066085473,ThompsonSampling
2.0,2.920661392611649,ThompsonSampling
2.0,3.3508816758873867,ThompsonSampling
2.0,4.643703609244361,ThompsonSampling
2.0,2.856987906486721,ThompsonSampling
2.0,3.0326019685024583,ThompsonSampling
2.0,2.4110093769379985,ThompsonSampling
2.0,1.8840645398192346,ThompsonSampling
2.0,2.6364672594627807,ThompsonSampling
2.0,2.9066761889554837,ThompsonSampling
2.0,3.751305122617842,ThompsonSampling
2.0,2.9078589484490083,ThompsonSampling
2.0,3.0762304163203003,ThompsonSampling
2.0,2.247452837097958,ThompsonSampling
2.0,1.2148739536496092,ThompsonSampling
2.0,3.2629343879115,ThompsonSampling
2.0,2.5496562536895215,ThompsonSampling
2.0,3.4694004933560683,ThompsonSampling
2.0,4.025017296527358,ThompsonSampling
2.0,2.9005814171554087,ThompsonSampling
2.0,5.565918946369678,ThompsonSampling
2.0,3.317916980795702,ThompsonSampling
2.0,3.6727879598219833,ThompsonSampling
2.0,3.9149447315369934,ThompsonSampling
2.0,3.74090758853372,ThompsonSampling
2.0,2.1082295005302085,ThompsonSampling
2.0,3.525125030064501,ThompsonSampling
2.0,3.6893176814699173,ThompsonSampling
2.0,2.8214097955913013,ThompsonSampling
2.0,3.5893676098927565,ThompsonSampling
2.0,0.41428033195630265,ThompsonSampling
2.0,2.5925680016565322,ThompsonSampling
2.0,4.117171172910513,ThompsonSampling
2.0,2.671602403238424,ThompsonSampling
2.0,4.166544883263987,ThompsonSampling
2.0,4.485283768673872,ThompsonSampling
2.0,2.2084859009393067,ThompsonSampling
2.0,1.736193192192869,ThompsonSampling
2.0,2.941585182821414,ThompsonSampling
2.0,4.647164407589547,ThompsonSampling
2.0,3.6990912011158836,ThompsonSampling
2.0,2.8646042449412557,ThompsonSampling
2.0,2.4831908511001783,ThompsonSampling
2.0,3.1762908178790723,ThompsonSampling
2.0,3.7528712801712065,ThompsonSampling
2.0,1.749061170922155,ThompsonSampling
2.0,2.3728256567160124,ThompsonSampling
2.0,3.191379438221045,ThompsonSampling
2.0,2.9595682994119277,ThompsonSampling
2.0,1.7106400712949688,ThompsonSampling
2.0,3.45322160395852,ThompsonSampling
2.0,4.517058028074562,ThompsonSampling
2.0,5.150967297086227,ThompsonSampling
2.0,2.2273559340108844,ThompsonSampling
2.0,2.8493719982407963,ThompsonSampling
2.0,4.53795688234605,ThompsonSampling
2.0,2.8722181788096597,ThompsonSampling
2.0,4.269330277585811,ThompsonSampling
2.0,3.7773991026378075,ThompsonSampling
2.0,3.183961560781649,ThompsonSampling
2.0,3.2019387951631586,ThompsonSampling
2.0,2.220323451671846,ThompsonSampling
2.0,4.3266733509599025,ThompsonSampling
2.0,3.633648691270021,ThompsonSampling
2.0,3.6385363084518874,ThompsonSampling
2.0,1.557750685573755,ThompsonSampling
2.0,3.301067992315011,ThompsonSampling
2.0,4.526835042972805,ThompsonSampling
2.0,3.667560268318929,ThompsonSampling
2.0,1.9604760425436947,ThompsonSampling
2.0,3.2487033186285075,ThompsonSampling
2.0,3.7306928047705705,ThompsonSampling
2.0,1.6144448462437757,ThompsonSampling
2.0,3.418640221532523,ThompsonSampling
2.0,2.509761850010476,ThompsonSampling
2.0,3.2909614157603144,ThompsonSampling
2.0,2.9777838300439297,ThompsonSampling
2.0,3.1696017356070416,ThompsonSampling
2.0,3.8980033328982264,ThompsonSampling
2.0,2.4395987925361946,ThompsonSampling
2.0,1.8881269503184273,ThompsonSampling
2.0,4.525761247413312,ThompsonSampling
2.0,5.4876212248005425,ThompsonSampling
2.0,3.473006735693986,ThompsonSampling
2.0,2.908251179130207,ThompsonSampling
2.0,3.213749966938222,ThompsonSampling
2.0,2.9931073646546023,ThompsonSampling
2.0,3.52492986649514,ThompsonSampling
2.0,4.562144592808053,ThompsonSampling
2.0,3.013172443943232,ThompsonSampling
2.0,3.841131053386113,ThompsonSampling
2.0,2.7912286355892375,ThompsonSampling
2.0,3.5109330032358885,ThompsonSampling
2.0,2.6090651074444406,ThompsonSampling
2.0,2.4958607788665557,ThompsonSampling
2.0,2.9697906001514,ThompsonSampling
2.0,3.983059096196222,ThompsonSampling
2.0,2.739793253334284,ThompsonSampling
2.0,4.5202609050832985,ThompsonSampling
2.0,1.7971382009318102,ThompsonSampling
2.0,4.188111821745397,ThompsonSampling
2.0,3.6236246099956304,ThompsonSampling
2.0,3.8547471176121544,ThompsonSampling
2.0,4.648848877468812,ThompsonSampling
2.0,5.384099214787053,ThompsonSampling
2.0,3.691187193245348,ThompsonSampling
2.0,2.0222661548211183,ThompsonSampling
2.0,3.272328385494311,ThompsonSampling
2.0,2.940405735982261,ThompsonSampling
2.0,4.729979004059646,ThompsonSampling
2.0,1.8308680206309895,ThompsonSampling
2.0,3.1281185906634126,ThompsonSampling
2.0,4.1714143190651765,ThompsonSampling
2.0,3.883697145225528,ThompsonSampling
2.0,1.9234838004331116,ThompsonSampling
2.0,2.086968007670881,ThompsonSampling
2.0,1.9945654312476546,ThompsonSampling
2.0,2.7266943091123177,ThompsonSampling
2.0,2.6125485153892756,ThompsonSampling
2.0,2.6886087329752097,ThompsonSampling
2.0,1.9409231072194286,ThompsonSampling
2.0,3.7066557238565796,ThompsonSampling
2.0,2.731140776624354,ThompsonSampling
2.0,3.8047359597253148,ThompsonSampling
2.0,2.007120818716886,ThompsonSampling
2.0,3.767069113606542,ThompsonSampling
2.0,3.42622812918835,ThompsonSampling
2.0,3.3024949532998003,ThompsonSampling
2.0,2.9214221003223924,ThompsonSampling
2.0,2.510749123144843,ThompsonSampling
2.0,3.457487374373367,ThompsonSampling
2.0,3.233447091962575,ThompsonSampling
2.0,2.8069696677332185,ThompsonSampling
2.0,2.5423338023697903,ThompsonSampling
2.0,1.2094814750957563,ThompsonSampling
2.0,2.6102990518554035,ThompsonSampling
2.0,4.386311014376464,ThompsonSampling
2.0,2.5334968248271332,ThompsonSampling
2.0,5.0688477111555095,ThompsonSampling
2.0,2.173547552866193,ThompsonSampling
2.0,2.251673673189294,ThompsonSampling
2.0,3.4628264697744005,ThompsonSampling
2.0,4.779951316871824,ThompsonSampling
2.0,2.987776747938009,ThompsonSampling
2.0,4.021181172881077,ThompsonSampling
2.0,2.7875491107849513,ThompsonSampling
2.0,3.540421298321518,ThompsonSampling
2.0,3.776239268571005,ThompsonSampling
2.0,3.318402967058561,ThompsonSampling
2.0,2.059503176391986,ThompsonSampling
2.0,2.7509014783172185,ThompsonSampling
2.0,1.932160908385955,ThompsonSampling
2.0,3.066323525146078,ThompsonSampling
